frame_1_2,frame_2_3,frame_3_4,frame_4_5,frame_5_6,frame_6_7,frame_7_8,frame_8_9,frame_9_10,frame_10_11,frame_11_12,frame_12_13,frame_13_14,frame_14_15,frame_15_16,frame_16_17,frame_17_18,frame_18_19,frame_19_20,frame_20_21,frame_21_22,frame_22_23,frame_23_24,frame_24_25,frame_25_26,frame_26_27,frame_27_28,frame_28_29,frame_29_30,frame_30_31,frame_31_32,frame_32_33,frame_33_34,frame_34_35,frame_35_36,frame_36_37,frame_37_38,frame_38_39,frame_39_40,frame_40_41,frame_41_42,frame_42_43,frame_43_44,frame_44_45,frame_45_46,frame_46_47,frame_47_48,frame_48_49,frame_49_50,frame_50_51,frame_51_52,frame_52_53,frame_53_54,frame_54_55,frame_55_56,frame_56_57,frame_57_58,frame_58_59,frame_59_60,frame_60_61,frame_61_62,frame_62_63,frame_63_64,frame_64_65,frame_65_66,frame_66_67,frame_67_68,frame_68_69,frame_69_70,frame_70_71,frame_71_72,frame_72_73,frame_73_74,frame_74_75,frame_75_76,frame_76_77,frame_77_78,frame_78_79,frame_79_80,frame_80_81,frame_81_82,frame_82_83,frame_83_84,frame_84_85,frame_85_86,frame_86_87,frame_87_88,frame_88_89,frame_89_90,frame_90_91,frame_91_92,frame_92_93,frame_93_94,frame_94_95,frame_95_96,frame_96_97,frame_97_98,frame_98_99,frame_99_100
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.001,1.002,1.004,1.006,1.005,1.009,1.01,1.008,1.006,1.005,1.003,1.002,1.002,1.001,1.0,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.001,1.001,1.001,1.0,1.0,1.0,1.001,1.0,1.001,1.002,1.004,1.009,1.008,1.01,1.015,1.018,1.013,1.015,1.011,1.001,1.001,1.001,1.0,1.0,1.001,1.0,1.001,1.007,1.022,1.018,1.013,1.013,1.011,1.007,1.004,1.018,1.014,1.027,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.002,1.004,1.007,1.007,1.008,1.007,1.005,1.008,1.014,1.01,1.007,1.003,1.003,1.001,1.002,1.001,1.001,1.001,1.001,1.002,1.001,1.002,1.002,1.001,1.002,1.001,1.001,1.003,1.002,1.004,1.005,1.006,1.008,1.013,1.009,1.007,1.007,1.004,1.005,1.005,1.004,1.004,1.008,1.01,1.007,1.008,1.005,1.005,1.002,1.002,1.004,1.005,1.006,1.004,1.004,1.004,1.005,1.003,1.001,1.002,1.003,1.005,1.009,1.011,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.003,1.0,1.001,1.001,1.0,1.001,1.002,1.002,1.008,1.005,1.007,1.008,1.014,1.015,1.01,1.004,1.003,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.001,1.004,1.001,1.002,1.001,1.001,1.002,1.002,1.001,1.002,1.002,1.006,1.007,1.004,1.008,1.008,1.018,1.054,1.052,1.004
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.005,1.007,1.009,1.003,1.003,1.006,1.005,1.006,1.005,1.003,1.003,1.002,1.001,1.004,1.003,1.001,1.002,1.002,1.003,1.003,1.005,1.004,1.004,1.005,1.006,1.006,1.01,1.003,1.006,1.002,1.01,1.003,1.009,1.009,1.003,1.0,1.0,1.001,1.0,1.001,1.004,1.006,1.005,1.008,1.006,1.012,1.012,1.007,1.005,1.005,1.006,1.006,1.013,1.007,1.082,1.004
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.004,1.011,1.018,1.018,1.018,1.01,1.005,1.003,1.001,1.001,1.001,1.001,1.001,1.001,1.003,1.004,1.005,1.005,1.006,1.002,1.004,1.009,1.034,1.035,1.013,1.058,1.089,1.048,1.029,1.009,1.006,1.002,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.002,1.002,1.004,1.005,1.006,1.008,1.008,1.005,1.005,1.003,1.003,1.002,1.002,1.001,1.001,1.001,1.001,1.001,1.002,1.002,1.002,1.001,1.002,1.005,1.005,1.004,1.002,1.001,1.0,1.0,1.0,1.001,1.002,1.0,1.002,1.001,1.005,1.005,1.004,1.004,1.005,1.011,1.012,1.013,1.028,1.015,1.009,1.015,1.009,1.007,1.02,1.035,1.014,1.017,1.007,1.01,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.001,1.001,1.003,1.002,1.006,1.007,1.009,1.009,1.008,1.007,1.004,1.002,1.001,1.0,1.001,1.003,1.004,1.008,1.018,1.027,1.026,1.025,1.007,1.003,1.002,1.001,1.001,1.0,1.0,1.0,1.001,1.002,1.005,1.008,1.01,1.012,1.022,1.017,1.01,1.005,1.006,1.004,1.002,1.001,1.005,1.01,1.009,1.006,1.004,1.004,1.004,1.003,1.003,1.004,1.007,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.003,1.003,1.006,1.011,1.013,1.013,1.01,1.01,1.006,1.003,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.002,1.001,1.001,1.002,1.003,1.004,1.007,1.012,1.006,1.005,1.005,1.008,1.006,1.007,1.007,1.006,1.003,1.003,1.003,1.002,1.002,1.003,1.004,1.003,1.003,1.005,1.006,1.006,1.009,1.008,1.004,1.007,1.005,1.009,1.009,1.007,1.009,1.029,1.006
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.002,1.006,1.012,1.019,1.025,1.017,1.011,1.007,1.005,1.003,1.002,1.003,1.003,1.004,1.004,1.003,1.004,1.006,1.016,1.02,1.012,1.004,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.002,1.006,1.007,1.008,1.003,1.001,1.002,1.002,1.001,1.002,1.001,1.003,1.003,1.002,1.004,1.002,1.008,1.005,1.006,1.037,1.005
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.006,1.007,1.005,1.005,1.004,1.004,1.003,1.003,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.001,1.002,1.003,1.004,1.006,1.012,1.009,1.011,1.013,1.015,1.011,1.017,1.012,1.006,1.006,1.003,1.002,1.003,1.003,1.004,1.005,1.006,1.011,1.008,1.002,1.002,1.002,1.004,1.011,1.013,1.011,1.009,1.006,1.003,1.003,1.003,1.004,1.004,1.006,1.007,1.005,1.004,1.009,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.001,1.001,1.002,1.004,1.013,1.017,1.019,1.016,1.009,1.007,1.004,1.002,1.001,1.001,1.001,1.002,1.002,1.001,1.002,1.001,1.002,1.004,1.008,1.005,1.004,1.004,1.003,1.004,1.003,1.004,1.004,1.005,1.003,1.004,1.002,1.002,1.002,1.003,1.002,1.003,1.004,1.004,1.005,1.004,1.004,1.004,1.002,1.003,1.01,1.008,1.016,1.063,1.055,1.019,1.008,1.001,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.002,1.002,1.006,1.007,1.02,1.009,1.024,1.009,1.011,1.003,1.004,1.003,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.002,1.004,1.007,1.015,1.018,1.018,1.013,1.01,1.006,1.003,1.002,1.002,1.002,1.001,1.001,1.001,1.002,1.003,1.006,1.009,1.013,1.009,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.0,1.001,1.001,1.002,1.005,1.006,1.009,1.01,1.014,1.017,1.015,1.009,1.006,1.002,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.004,1.008,1.01,1.007,1.005,1.005,1.01,1.012,1.009,1.006,1.004,1.003,1.002,1.004,1.009,1.001
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.0,1.003,1.002,1.005,1.003,1.004,1.002,1.002,1.002,1.002,1.003,1.003,1.002,1.002,1.003,1.004,1.003,1.003,1.001,1.001,1.002,1.004,1.005,1.004,1.003,1.003,1.003,1.004,1.004,1.003,1.003,1.003,1.004,1.004,1.003,1.005,1.007,1.005,1.008,1.008,1.008,1.011,1.004,1.002,1.002,1.003,1.002,1.002,1.003,1.005,1.004,1.006,1.005,1.009,1.007,1.005,1.003,1.006,1.009,1.018,1.021,1.016,1.036,1.003
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.004,1.006,1.016,1.032,1.034,1.013,1.004,1.002,1.0,1.0,1.0,1.0,1.001,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.002,1.003,1.005,1.001,1.001,1.002,1.005,1.005,1.003,1.003,1.007,1.004,1.003,1.004,1.002,1.003,1.003,1.001,1.002,1.006,1.004,1.003,1.007,1.01,1.006,1.004,1.005,1.012,1.038,1.059,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.002,1.003,1.005,1.006,1.008,1.009,1.007,1.009,1.009,1.005,1.002,1.002,1.002,1.001,1.001,1.001,1.003,1.002,1.002,1.002,1.002,1.002,1.001,1.001,1.002,1.003,1.004,1.007,1.009,1.012,1.009,1.006,1.009,1.009,1.009,1.004,1.003,1.004,1.008,1.005,1.004,1.014,1.008,1.008,1.007,1.003,1.003,1.004,1.006,1.003,1.006,1.022,1.034,1.023,1.013,1.008,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.001,1.003,1.004,1.005,1.005,1.007,1.008,1.012,1.009,1.004,1.002,1.002,1.001,1.0,1.001,1.001,1.0,1.0,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.002,1.002,1.002,1.001,1.0,1.0,1.001,1.0,1.002,1.002,1.005,1.011,1.017,1.011,1.009,1.006,1.007,1.006,1.005,1.005,1.003,1.003,1.003,1.002,1.004,1.005,1.005,1.009,1.005,1.011,1.009,1.008,1.007,1.004,1.007,1.031,1.044,1.016,1.013,1.004,1.004,1.049,1.062,1.064,1.001
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.002,1.004,1.005,1.01,1.019,1.014,1.006,1.002,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.001,1.0,1.001,1.001,1.002,1.001,1.001,1.001,1.0,1.001,1.001,1.002,1.002,1.002,1.001,1.004,1.006,1.007,1.005,1.004,1.008,1.004,1.004,1.002,1.002,1.002,1.003,1.002,1.001,1.004,1.006,1.005,1.003,1.006,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.003,1.005,1.007,1.007,1.005,1.005,1.007,1.008,1.006,1.006,1.002,1.004,1.002,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.001,1.001,1.002,1.001,1.002,1.002,1.006,1.005,1.005,1.006,1.006,1.008,1.004,1.001,1.001,1.002,1.008,1.012,1.007,1.002,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.005,1.003,1.005,1.002,1.004,1.006,1.004,1.004,1.004,1.003,1.002,1.002,1.002,1.003,1.002,1.002,1.0,1.001,1.001,1.001,1.002,1.002,1.003,1.004,1.004,1.004,1.002,1.002,1.002,1.003,1.003,1.002,1.002,1.002,1.004,1.002,1.001,1.001,1.002,1.001,1.002,1.004,1.004,1.004,1.004,1.004,1.004,1.003,1.002,1.003,1.003,1.004,1.006,1.016,1.022,1.001
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.002,1.005,1.007,1.01,1.015,1.008,1.004,1.003,1.002,1.001,1.001,1.001,1.001,1.001,1.003,1.001,1.002,1.002,1.002,1.001,1.003,1.003,1.007,1.006,1.005,1.006,1.01,1.02,1.017,1.01,1.01,1.006,1.006,1.003,1.003,1.003,1.003,1.003,1.004,1.004,1.003,1.003,1.002,1.005,1.006,1.005,1.006,1.002,1.003,1.001,1.001,1.002,1.002,1.002,1.002,1.005,1.008,1.015,1.013,1.026,1.012,1.008,1.004,1.005,1.006,1.021,1.044,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.003,1.007,1.008,1.008,1.007,1.011,1.007,1.005,1.007,1.008,1.01,1.006,1.004,1.005,1.004,1.002,1.002,1.003,1.006,1.017,1.013,1.013,1.008,1.005,1.005,1.009,1.009,1.004,1.004,1.008,1.007,1.005,1.004,1.009,1.003,1.004,1.003,1.007,1.004,1.004,1.001,1.002,1.001,1.003,1.004,1.006,1.005,1.013,1.004,1.002,1.003,1.001,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.003,1.004,1.012,1.014,1.02,1.014,1.011,1.007,1.005,1.002,1.002,1.002,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.0,1.001,1.001,1.002,1.001,1.002,1.006,1.01,1.015,1.013,1.01,1.004,1.006,1.002,1.003,1.001,1.001,1.001,1.003,1.002,1.002,1.002,1.003,1.004,1.007,1.03,1.068,1.047,1.035,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.003,1.006,1.019,1.018,1.017,1.01,1.005,1.003,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.001,1.001,1.001,1.0,1.0,1.001,1.001,1.001,1.001,1.003,1.003,1.001,1.003,1.003,1.003,1.005,1.003,1.003,1.003,1.001,1.001,1.002,1.001,1.001,1.001,1.001,1.002,1.002,1.003,1.003,1.004,1.003,1.003,1.003,1.002,1.002,1.004,1.003,1.003,1.003,1.003,1.004,1.004,1.003,1.003,1.003,1.004,1.006,1.006,1.007,1.01,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.001,1.001,1.001,1.001,1.002,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.001,1.002,1.003,1.007,1.007,1.004,1.004,1.001,1.003,1.001,1.001,1.001,1.001,1.001,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.001,1.001,1.001,1.005,1.005,1.006,1.007,1.01,1.021,1.017,1.01,1.006,1.005,1.003,1.003,1.002,1.003,1.002,1.002,1.004,1.005,1.004,1.007,1.006,1.006,1.008,1.011,1.021,1.007,1.002,1.003,1.006,1.033,1.042,1.02,1.017,1.022,1.002
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.006,1.012,1.026,1.021,1.037,1.015,1.006,1.004,1.004,1.002,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.002,1.002,1.003,1.008,1.016,1.013,1.012,1.006,1.004,1.003,1.003,1.002,1.001,1.001,1.005,1.004,1.001,1.001,1.001,1.001,1.001,1.003,1.001,1.003,1.004,1.005,1.007,1.004,1.027,1.004
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.001,1.0,1.0,1.0,1.001,1.001,1.002,1.002,1.003,1.002,1.003,1.003,1.003,1.007,1.009,1.008,1.007,1.006,1.005,1.003,1.002,1.002,1.002,1.001,1.002,1.001,1.001,1.002,1.004,1.007,1.006,1.008,1.012,1.012,1.017,1.014,1.008,1.004,1.006,1.008,1.018,1.026,1.029,1.016,1.005,1.003,1.019,1.04,1.033,1.039,1.018,1.012,1.009,1.038,1.072,1.026,1.006,1.004,1.002,1.019,1.028,1.013,1.009,1.007,1.004,1.003,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.002,1.004,1.005,1.004,1.003,1.004,1.005,1.006,1.006,1.003,1.003,1.003,1.002,1.003,1.001,1.001,1.001,1.004,1.006,1.005,1.009,1.009,1.005,1.004,1.004,1.002,1.003,1.006,1.003,1.001,1.003,1.003,1.006,1.004,1.008,1.007,1.009,1.024,1.011,1.012,1.025,1.035,1.011,1.011,1.013,1.013,1.015,1.016,1.011,1.013,1.006,1.011,1.01,1.021,1.016,1.014,1.118,1.007
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.002,1.0,1.0,1.0,1.0,1.001,1.006,1.003,1.012,1.015,1.055,1.022,1.026,1.004,1.005,1.002,1.001,1.001,1.001,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.002,1.001,1.003,1.003,1.002,1.003,1.004,1.004,1.003,1.002,1.002,1.004,1.004,1.006,1.03,1.035,1.022,1.014,1.005,1.008,1.003,1.003,1.003,1.004,1.003,1.002,1.004,1.007,1.007,1.006,1.004,1.005,1.007,1.009,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.004,1.0,1.003,1.0,1.001,1.001,1.002,1.002,1.003,1.004,1.002,1.003,1.005,1.006,1.01,1.008,1.01,1.007,1.003,1.002,1.002,1.001,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.002,1.002,1.006,1.013,1.025,1.029,1.024,1.01,1.009,1.004,1.004,1.004,1.003,1.003,1.002,1.002,1.002,1.002,1.003,1.002,1.001,1.004,1.003,1.003,1.003,1.007,1.015,1.024,1.011,1.013,1.001
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.002,1.004,1.013,1.012,1.013,1.018,1.016,1.011,1.006,1.003,1.003,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.001,1.004,1.006,1.005,1.004,1.006,1.005,1.003,1.003,1.002,1.007,1.009,1.012,1.024,1.019,1.017,1.011,1.007,1.003,1.002,1.002,1.005,1.003,1.006,1.014,1.016,1.009,1.008,1.006,1.005,1.004,1.003,1.003,1.004,1.005,1.006,1.008,1.009,1.027,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.001,1.001,1.001,1.002,1.002,1.002,1.001,1.002,1.003,1.004,1.003,1.002,1.003,1.001,1.001,1.002,1.002,1.001,1.001,1.002,1.003,1.004,1.003,1.004,1.005,1.006,1.007,1.007,1.009,1.009,1.007,1.012,1.011,1.01,1.013,1.011,1.011,1.009,1.01,1.007,1.008,1.006,1.006,1.004,1.003,1.003,1.003,1.004,1.006,1.005,1.007,1.006,1.009,1.009,1.006,1.002,1.001,1.001,1.0,1.002,1.008,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.001,1.003,1.005,1.004,1.004,1.006,1.006,1.01,1.009,1.008,1.004,1.001,1.001,1.001,1.002,1.002,1.002,1.003,1.003,1.004,1.002,1.002,1.002,1.004,1.006,1.031,1.028,1.019,1.008,1.003,1.002,1.001,1.002,1.006,1.005,1.003,1.001,1.0,1.001,1.001,1.001,1.001,1.002,1.001,1.001,1.001,1.001,1.001,1.001,1.002,1.0,1.001,1.003,1.001,1.001,1.003,1.005,1.038,1.24,1.002
